timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605981333867,2597,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,6719,1558,5,5,null,1955,6,163
1605981335412,1343,ClickOnRegister,200,OK,Thread Group 1-5,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1343,0,445
1605981328107,2669,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,5275,1463,5,5,null,2466,5980,616
1605981336140,1227,Logout_2,200,OK,Thread Group 1-2,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,952,0,0
1605981334645,2719,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,6653,1558,5,5,null,2163,6,261
1605981336086,1282,ClickOnRegister,200,OK,Thread Group 1-3,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1282,0,383
1605981328861,2510,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,5329,1463,5,5,null,2310,5999,546
1605981336471,2124,Launch_Homepage,200,OK,Thread Group 1-4,text,true,,4253,698,5,5,https://demo.opencart.com/,1842,0,896
1605981336945,1653,Register,200,OK,Thread Group 1-1,text,true,,4754,748,5,5,https://demo.opencart.com/index.php?route=account/register,1418,0,507
1605981337372,1724,Launch_Homepage,200,OK,Thread Group 1-2,text,true,,4226,698,5,5,https://demo.opencart.com/,1513,0,611
1605981338597,1329,Launch_Homepage1,200,OK,Thread Group 1-4,text,true,,4274,704,5,5,https://demo.opencart.com/,1129,0,214
