timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1605981336469,3453,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8527,1402,5,5,null,2971,5,1110
1605981339099,1125,Launch_Homepage1,200,OK,Thread Group 1-2,text,true,,4231,704,5,5,https://demo.opencart.com/,925,0,0
1605981337370,2849,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8457,1402,5,5,null,2438,6,611
1605981339744,1284,Register_form,200,OK,Thread Group 1-5,text,true,,4835,1837,5,5,https://demo.opencart.com/index.php?route=account/register,1080,0,160
1605981340372,1315,Register_form,200,OK,Thread Group 1-3,text,true,,4876,1826,5,5,https://demo.opencart.com/index.php?route=account/register,1102,0,170
1605981341031,1065,Register_Success,200,OK,Thread Group 1-5,text,true,,3412,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,856,0,0
1605981336757,2349,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8247,2644,5,5,null,1936,2990,160
1605981341593,1022,ClickOnRegister,200,OK,Thread Group 1-1,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1005,0,168
1605981333943,2675,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,5301,1463,5,5,null,2423,5998,675
1605981341688,1076,Register_Success,200,OK,Thread Group 1-3,text,true,,3368,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,868,0,0
1605981337370,2391,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8244,2633,5,5,null,1970,3003,170
1605981342919,1266,Register,200,OK,Thread Group 1-4,text,true,,4733,748,5,5,https://demo.opencart.com/index.php?route=account/register,1049,0,164
1605981342099,2089,Navigating_Account_Page,200,OK,Thread Group 1-5,text,true,,4046,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1025,0,166
1605981342099,1025,Navigating_Account_Page-0,302,Found,Thread Group 1-5,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1025,0,166
1605981343124,1064,Navigating_Account_Page-1,200,OK,Thread Group 1-5,text,true,,3484,776,5,5,https://demo.opencart.com/index.php?route=account/login,860,0,0
1605981342098,2089,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4046,1556,5,5,null,1025,2,166
1605981343216,1247,Register,200,OK,Thread Group 1-2,text,true,,4728,748,5,5,https://demo.opencart.com/index.php?route=account/register,1051,0,178
1605981342767,2081,Navigating_Account_Page,200,OK,Thread Group 1-3,text,true,,4082,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1018,0,161
1605981342767,1018,Navigating_Account_Page-0,302,Found,Thread Group 1-3,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1018,0,161
1605981343786,1062,Navigating_Account_Page-1,200,OK,Thread Group 1-3,text,true,,3520,776,5,5,https://demo.opencart.com/index.php?route=account/login,857,0,0
1605981342766,2081,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4082,1556,5,5,null,1018,2,161
1605981344190,1230,Logout_1,200,OK,Thread Group 1-5,text,true,,3341,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1026,0,161
1605981344850,1305,Logout_1,200,OK,Thread Group 1-3,text,true,,3375,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1099,0,248
1605981345422,1092,Logout_2,200,OK,Thread Group 1-5,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,891,0,0
1605981344189,2322,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,6665,1558,5,5,null,1917,5,161
1605981345608,1341,Register_form,200,OK,Thread Group 1-1,text,true,,4861,1826,5,5,https://demo.opencart.com/index.php?route=account/register,1101,0,167
1605981346156,1084,Logout_2,200,OK,Thread Group 1-3,text,true,,3362,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,874,0,0
1605981344849,2389,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,6737,1558,5,5,null,1973,4,248
1605981346516,1357,Launch_Homepage,200,OK,Thread Group 1-5,text,true,,4298,698,5,5,https://demo.opencart.com/,1146,0,236
1605981346949,1060,Register_Success,200,OK,Thread Group 1-1,text,true,,3373,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,858,0,0
1605981342617,2401,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,8234,2633,5,5,null,1959,2993,167
1605981347185,1028,ClickOnRegister,200,OK,Thread Group 1-4,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,994,0,157
1605981339928,2294,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,5280,1463,5,5,null,2043,5991,321
1605981347464,1023,ClickOnRegister,200,OK,Thread Group 1-2,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1001,0,161
1605981340227,2270,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,5275,1463,5,5,null,2052,5991,339
1605981347242,1325,Launch_Homepage,200,OK,Thread Group 1-3,text,true,,4259,698,5,5,https://demo.opencart.com/,1121,0,246
1605981347877,1086,Launch_Homepage1,200,OK,Thread Group 1-5,text,true,,4270,704,5,5,https://demo.opencart.com/,875,0,0
1605981346515,2443,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8568,1402,5,5,null,2021,6,236
1605981348568,1096,Launch_Homepage1,200,OK,Thread Group 1-3,text,true,,4296,704,5,5,https://demo.opencart.com/,885,0,0
1605981347241,2421,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8555,1402,5,5,null,2006,4,246
1605981348011,2081,Navigating_Account_Page,200,OK,Thread Group 1-1,text,true,,4089,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1004,0,158
1605981348011,1004,Navigating_Account_Page-0,302,Found,Thread Group 1-1,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1004,0,158
1605981349016,1076,Navigating_Account_Page-1,200,OK,Thread Group 1-1,text,true,,3527,776,5,5,https://demo.opencart.com/index.php?route=account/login,867,0,0
1605981348010,2081,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4089,1556,5,5,null,1004,2,158
1605981350094,1224,Logout_1,200,OK,Thread Group 1-1,text,true,,3358,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1020,0,161
1605981351321,1050,Logout_2,200,OK,Thread Group 1-1,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,844,0,0
1605981350093,2274,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,6682,1558,5,5,null,1864,5,161
1605981351220,1289,Register_form,200,OK,Thread Group 1-4,text,true,,4869,1892,5,5,https://demo.opencart.com/index.php?route=account/register,1085,0,170
1605981351488,1281,Register_form,200,OK,Thread Group 1-2,text,true,,4919,1892,5,5,https://demo.opencart.com/index.php?route=account/register,1078,0,162
1605981351954,1230,Register,200,OK,Thread Group 1-5,text,true,,4733,748,5,5,https://demo.opencart.com/index.php?route=account/register,1024,0,168
1605981352511,1068,Register_Success,200,OK,Thread Group 1-4,text,true,,3368,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,857,0,0
1605981348213,2357,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8237,2699,5,5,null,1942,3010,170
1605981352374,1378,Launch_Homepage,200,OK,Thread Group 1-1,text,true,,4323,698,5,5,https://demo.opencart.com/,1171,0,272
1605981352771,1073,Register_Success,200,OK,Thread Group 1-2,text,true,,3373,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,871,0,0
1605981348488,2354,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8292,2699,5,5,null,1949,3003,162
1605981352666,1272,Register,200,OK,Thread Group 1-3,text,true,,4728,748,5,5,https://demo.opencart.com/index.php?route=account/register,1063,0,163
1605981353755,1129,Launch_Homepage1,200,OK,Thread Group 1-1,text,true,,4253,704,5,5,https://demo.opencart.com/,921,0,0
1605981352372,2507,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,8576,1402,5,5,null,2092,6,272
1605981353581,2087,Navigating_Account_Page,200,OK,Thread Group 1-4,text,true,,4062,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1022,0,166
1605981353581,1022,Navigating_Account_Page-0,302,Found,Thread Group 1-4,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1022,0,166
1605981354604,1064,Navigating_Account_Page-1,200,OK,Thread Group 1-4,text,true,,3500,776,5,5,https://demo.opencart.com/index.php?route=account/login,858,0,0
1605981353581,2087,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4062,1556,5,5,null,1022,2,166
1605981353846,2087,Navigating_Account_Page,200,OK,Thread Group 1-2,text,true,,4046,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1012,0,163
1605981353846,1012,Navigating_Account_Page-0,302,Found,Thread Group 1-2,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1012,0,163
1605981354859,1074,Navigating_Account_Page-1,200,OK,Thread Group 1-2,text,true,,3484,776,5,5,https://demo.opencart.com/index.php?route=account/login,866,0,0
1605981353845,2087,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4046,1556,5,5,null,1012,3,163
1605981355672,1234,Logout_1,200,OK,Thread Group 1-4,text,true,,3347,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1023,0,159
1605981355937,1232,Logout_1,200,OK,Thread Group 1-2,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1031,0,169
1605981356172,1004,ClickOnRegister,200,OK,Thread Group 1-5,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,987,0,158
1605981348964,2234,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,5280,1463,5,5,null,2011,5977,326
1605981356938,1003,ClickOnRegister,200,OK,Thread Group 1-3,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,978,0,152
1605981349666,2275,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,5275,1463,5,5,null,2041,6000,315
1605981356907,1082,Logout_2,200,OK,Thread Group 1-4,text,true,,3352,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,872,0,0
1605981355672,2316,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,6699,1558,5,5,null,1895,3,159
1605981357171,1084,Logout_2,200,OK,Thread Group 1-2,text,true,,3367,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,872,0,0
1605981355936,2316,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,6691,1558,5,5,null,1903,4,169
1605981357888,1229,Register,200,OK,Thread Group 1-1,text,true,,4728,748,5,5,https://demo.opencart.com/index.php?route=account/register,1021,0,161
1605981357994,1331,Launch_Homepage,200,OK,Thread Group 1-4,text,true,,4226,698,5,5,https://demo.opencart.com/,1124,0,252
1605981358257,1356,Launch_Homepage,200,OK,Thread Group 1-2,text,true,,4226,698,5,5,https://demo.opencart.com/,1148,0,245
1605981359325,1096,Launch_Homepage1,200,OK,Thread Group 1-4,text,true,,4259,704,5,5,https://demo.opencart.com/,887,0,0
1605981357991,2427,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8485,1402,5,5,null,2011,5,252
1605981359614,1087,Launch_Homepage1,200,OK,Thread Group 1-2,text,true,,4226,704,5,5,https://demo.opencart.com/,880,0,0
1605981358256,2443,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8452,1402,5,5,null,2028,2,245
1605981360177,1330,Register_form,200,OK,Thread Group 1-5,text,true,,4855,1914,5,5,https://demo.opencart.com/index.php?route=account/register,1266,0,165
1605981360937,1303,Register_form,200,OK,Thread Group 1-3,text,true,,4898,1837,5,5,https://demo.opencart.com/index.php?route=account/register,1091,0,164
1605981361507,1061,Register_Success,200,OK,Thread Group 1-5,text,true,,3368,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,857,0,0
1605981357177,2391,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8223,2721,5,5,null,2123,3002,165
1605981362117,1043,ClickOnRegister,200,OK,Thread Group 1-1,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1025,0,156
1605981354885,2272,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,5275,1463,5,5,null,2046,6004,317
1605981362240,1106,Register_Success,200,OK,Thread Group 1-3,text,true,,3368,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,888,0,0
1605981357943,2409,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8266,2644,5,5,null,1979,2996,164
1605981362570,2076,Navigating_Account_Page,200,OK,Thread Group 1-5,text,true,,4051,1556,5,5,https://demo.opencart.com/index.php?route=account/login,995,0,155
1605981362570,995,Navigating_Account_Page-0,302,Found,Thread Group 1-5,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,995,0,155
1605981363566,1080,Navigating_Account_Page-1,200,OK,Thread Group 1-5,text,true,,3489,776,5,5,https://demo.opencart.com/index.php?route=account/login,870,0,0
1605981362569,2076,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4051,1556,5,5,null,995,5,155
1605981363420,1267,Register,200,OK,Thread Group 1-4,text,true,,4728,748,5,5,https://demo.opencart.com/index.php?route=account/register,1046,0,162
1605981363701,1251,Register,200,OK,Thread Group 1-2,text,true,,4728,748,5,5,https://demo.opencart.com/index.php?route=account/register,1044,0,154
1605981363348,2082,Navigating_Account_Page,200,OK,Thread Group 1-3,text,true,,4051,1556,5,5,https://demo.opencart.com/index.php?route=account/login,997,0,157
1605981363348,997,Navigating_Account_Page-0,302,Found,Thread Group 1-3,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,997,0,157
1605981364346,1084,Navigating_Account_Page-1,200,OK,Thread Group 1-3,text,true,,3489,776,5,5,https://demo.opencart.com/index.php?route=account/login,867,0,0
1605981363347,2082,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4051,1556,5,5,null,997,2,157
1605981364657,1233,Logout_1,200,OK,Thread Group 1-5,text,true,,3347,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1031,0,169
1605981365432,1240,Logout_1,200,OK,Thread Group 1-3,text,true,,3352,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1030,0,162
1605981365895,1065,Logout_2,200,OK,Thread Group 1-5,text,true,,3355,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,854,0,0
1605981364656,2298,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,6702,1558,5,5,null,1885,6,169
1605981366174,1327,Register_form,200,OK,Thread Group 1-1,text,true,,4830,1936,5,5,https://demo.opencart.com/index.php?route=account/register,1095,0,160
1605981366673,1077,Logout_2,200,OK,Thread Group 1-3,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,869,0,0
1605981365432,2317,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,6676,1558,5,5,null,1899,2,162
1605981366962,1333,Launch_Homepage,200,OK,Thread Group 1-5,text,true,,4270,698,5,5,https://demo.opencart.com/,1127,0,241
1605981367503,1099,Register_Success,200,OK,Thread Group 1-1,text,true,,3387,807,5,5,https://demo.opencart.com/index.php?route=account%2Fsuccess,891,0,0
1605981363161,2426,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,8217,2743,5,5,null,1986,3015,160
1605981367689,1002,ClickOnRegister,200,OK,Thread Group 1-4,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,984,0,160
1605981360422,2269,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,5275,1463,5,5,null,2030,5999,322
1605981367954,1019,ClickOnRegister,200,OK,Thread Group 1-2,text,true,,547,715,5,5,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1003,0,168
1605981360700,2270,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,5275,1463,5,5,null,2047,6002,322
1605981367752,1553,Launch_Homepage,200,OK,Thread Group 1-3,text,true,,4187,698,5,5,https://demo.opencart.com/,1350,0,271
1605981368297,1122,Launch_Homepage1,200,OK,Thread Group 1-5,text,true,,4226,704,5,5,https://demo.opencart.com/,912,0,0
1605981366961,2455,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8496,1402,5,5,null,2039,5,241
1605981369307,1079,Launch_Homepage1,200,OK,Thread Group 1-3,text,true,,4199,704,5,5,https://demo.opencart.com/,874,0,0
1605981367751,2632,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8386,1402,5,5,null,2224,4,271
1605981368603,2123,Navigating_Account_Page,200,OK,Thread Group 1-1,text,true,,4072,1556,5,5,https://demo.opencart.com/index.php?route=account/login,1034,0,165
1605981368603,1034,Navigating_Account_Page-0,302,Found,Thread Group 1-1,text,true,,562,780,5,5,https://demo.opencart.com/index.php?route=account%2Faccount,1034,0,165
1605981369638,1088,Navigating_Account_Page-1,200,OK,Thread Group 1-1,text,true,,3510,776,5,5,https://demo.opencart.com/index.php?route=account/login,873,0,0
1605981368603,2123,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4072,1556,5,5,null,1034,0,165
1605981370726,1230,Logout_1,200,OK,Thread Group 1-1,text,true,,3367,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,1028,0,162
1605981371957,1056,Logout_2,200,OK,Thread Group 1-1,text,true,,3324,779,5,5,https://demo.opencart.com/index.php?route=account%2Flogout,850,0,0
1605981370725,2286,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,6691,1558,5,5,null,1878,2,162
1605981371691,1334,Register_form,200,OK,Thread Group 1-4,text,true,,4915,1936,4,4,https://demo.opencart.com/index.php?route=account/register,1123,0,158
1605981371972,1316,Register_form,200,OK,Thread Group 1-2,text,true,,4830,1925,4,4,https://demo.opencart.com/index.php?route=account/register,1103,0,165
1605981372410,1231,Register,200,OK,Thread Group 1-5,text,true,,4728,748,4,4,https://demo.opencart.com/index.php?route=account/register,1022,0,159
1605981373026,1086,Register_Success,200,OK,Thread Group 1-4,text,true,,3373,807,4,4,https://demo.opencart.com/index.php?route=account%2Fsuccess,875,0,0
1605981368691,2420,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8288,2743,4,4,null,1998,3003,158
1605981373288,1076,Register_Success,200,OK,Thread Group 1-2,text,true,,3398,807,4,4,https://demo.opencart.com/index.php?route=account%2Fsuccess,868,0,0
1605981368974,2392,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8228,2732,4,4,null,1971,3000,165
1605981373380,1269,Register,200,OK,Thread Group 1-3,text,true,,4724,748,4,4,https://demo.opencart.com/index.php?route=account/register,1064,0,179
1605981374113,2183,Navigating_Account_Page,200,OK,Thread Group 1-4,text,true,,4046,1556,4,4,https://demo.opencart.com/index.php?route=account/login,1052,0,167
1605981374113,1052,Navigating_Account_Page-0,302,Found,Thread Group 1-4,text,true,,562,780,4,4,https://demo.opencart.com/index.php?route=account%2Faccount,1052,0,167
1605981375165,1131,Navigating_Account_Page-1,200,OK,Thread Group 1-4,text,true,,3484,776,4,4,https://demo.opencart.com/index.php?route=account/login,857,0,0
1605981374113,2183,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4046,1556,4,4,null,1052,1,167
1605981374365,2113,Navigating_Account_Page,200,OK,Thread Group 1-2,text,true,,4073,1556,4,4,https://demo.opencart.com/index.php?route=account/login,1017,0,193
1605981374365,1017,Navigating_Account_Page-0,302,Found,Thread Group 1-2,text,true,,562,780,4,4,https://demo.opencart.com/index.php?route=account%2Faccount,1017,0,193
1605981375384,1094,Navigating_Account_Page-1,200,OK,Thread Group 1-2,text,true,,3511,776,4,4,https://demo.opencart.com/index.php?route=account/login,886,0,0
1605981374365,2113,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4073,1556,4,4,null,1017,-1,193
1605981376298,1217,Logout_1,200,OK,Thread Group 1-4,text,true,,3341,779,4,4,https://demo.opencart.com/index.php?route=account%2Flogout,1015,0,160
1605981376648,1054,ClickOnRegister,200,OK,Thread Group 1-5,text,true,,542,715,4,4,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,1054,0,164
1605981369421,2285,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,5270,1463,4,4,null,2076,5997,323
1605981376479,1246,Logout_1,200,OK,Thread Group 1-2,text,true,,3329,779,4,4,https://demo.opencart.com/index.php?route=account%2Flogout,1044,0,162
1605981377517,1094,Logout_2,200,OK,Thread Group 1-4,text,true,,3355,779,4,4,https://demo.opencart.com/index.php?route=account%2Flogout,878,0,0
1605981376298,2311,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,6696,1558,4,4,null,1893,2,160
1605981377648,989,ClickOnRegister,200,OK,Thread Group 1-3,text,true,,547,715,4,4,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,971,0,161
1605981370386,2258,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,5271,1463,4,4,null,2035,5993,340
1605981377728,1056,Logout_2,200,OK,Thread Group 1-2,text,true,,3362,779,4,4,https://demo.opencart.com/index.php?route=account%2Flogout,852,0,0
1605981376479,2302,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,6691,1558,4,4,null,1896,4,162
1605981378613,1358,Launch_Homepage,200,OK,Thread Group 1-4,text,true,,4226,698,3,3,https://demo.opencart.com/,1155,0,253
1605981379972,1108,Launch_Homepage1,200,OK,Thread Group 1-4,text,true,,4226,704,3,3,https://demo.opencart.com/,898,0,0
1605981378612,2466,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8452,1402,3,3,null,2053,3,253
1605981380695,1314,Register_form,200,OK,Thread Group 1-5,text,true,,4869,1837,3,3,https://demo.opencart.com/index.php?route=account/register,1099,0,170
1605981381639,1274,Register_form,200,OK,Thread Group 1-3,text,true,,4835,1914,3,3,https://demo.opencart.com/index.php?route=account/register,1070,0,156
1605981382011,1053,Register_Success,200,OK,Thread Group 1-5,text,true,,3373,807,3,3,https://demo.opencart.com/index.php?route=account%2Fsuccess,852,0,0
1605981377703,2367,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8242,2644,3,3,null,1951,2995,170
1605981382915,1084,Register_Success,200,OK,Thread Group 1-3,text,true,,3373,807,3,3,https://demo.opencart.com/index.php?route=account%2Fsuccess,873,0,0
1605981378638,2358,Account_register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8208,2721,3,3,null,1943,3004,156
1605981383066,2126,Navigating_Account_Page,200,OK,Thread Group 1-5,text,true,,4046,1556,3,3,https://demo.opencart.com/index.php?route=account/login,1038,0,159
1605981383066,1038,Navigating_Account_Page-0,302,Found,Thread Group 1-5,text,true,,562,780,3,3,https://demo.opencart.com/index.php?route=account%2Faccount,1038,0,159
1605981384105,1087,Navigating_Account_Page-1,200,OK,Thread Group 1-5,text,true,,3484,776,3,3,https://demo.opencart.com/index.php?route=account/login,877,0,0
1605981383065,2126,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-5,,true,,4046,1556,3,3,null,1038,2,159
1605981384094,1319,Register,200,OK,Thread Group 1-4,text,true,,4728,748,3,3,https://demo.opencart.com/index.php?route=account/register,1112,0,187
1605981384001,2153,Navigating_Account_Page,200,OK,Thread Group 1-3,text,true,,4088,1556,3,3,https://demo.opencart.com/index.php?route=account/login,1059,0,176
1605981384001,1059,Navigating_Account_Page-0,302,Found,Thread Group 1-3,text,true,,562,780,3,3,https://demo.opencart.com/index.php?route=account%2Faccount,1059,0,176
1605981385061,1093,Navigating_Account_Page-1,200,OK,Thread Group 1-3,text,true,,3526,776,3,3,https://demo.opencart.com/index.php?route=account/login,878,0,0
1605981384000,2153,Navigating_AccountPage,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4088,1556,3,3,null,1059,1,176
1605981385193,1279,Logout_1,200,OK,Thread Group 1-5,text,true,,3329,779,3,3,https://demo.opencart.com/index.php?route=account%2Flogout,1072,0,158
1605981386154,1236,Logout_1,200,OK,Thread Group 1-3,text,true,,3324,779,3,3,https://demo.opencart.com/index.php?route=account%2Flogout,1026,0,158
1605981386472,1088,Logout_2,200,OK,Thread Group 1-5,text,true,,3360,779,3,3,https://demo.opencart.com/index.php?route=account%2Flogout,872,0,0
1605981385193,2367,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,6689,1558,3,3,null,1944,1,158
1605981387391,1076,Logout_2,200,OK,Thread Group 1-3,text,true,,3329,779,3,3,https://demo.opencart.com/index.php?route=account%2Flogout,864,0,0
1605981386153,2312,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,6653,1558,3,3,null,1890,3,158
1605981387561,1356,Launch_Homepage,200,OK,Thread Group 1-5,text,true,,4291,698,2,2,https://demo.opencart.com/,1149,0,249
1605981388407,1018,ClickOnRegister,200,OK,Thread Group 1-4,text,true,,547,715,2,2,https://demo.opencart.com/index.php?route=account%2Fregister%2Fcustomfield&customer_group_id=1,989,0,162
1605981381081,2337,Select_Register,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,5275,1463,2,2,null,2101,6009,349
1605981388919,1075,Launch_Homepage1,200,OK,Thread Group 1-5,text,true,,4269,704,2,2,https://demo.opencart.com/,875,0,0
1605981387560,2431,Launch_URL,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-5,,true,,8560,1402,2,2,null,2024,5,249
1605981392419,1311,Register_form,200,OK,Thread Group 1-4,text,true,,4835,1859,2,2,https://demo.opencart.com/index.php?route=account/register,1099,0,165
